smiles_id,group_id,smiles
31643_19,O_0,[CH]O[C@@H]1O[CH]C[C@H](N(C)C)[C@H]1O
31643_20,N_0,C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](O)O1
31643_21,C_0,[CH]C[C@@H]([C@H]([CH])O)N(C)C
31643_22,C_0,[CH]C[C@@H]([C@H]([CH])O)N(C)C
31643_23,C_0,[CH][C@@H](O)O[C@H]([C@@H](C)C=C)[C@@H](C)C[C@@H](C)C(C)=O
31643_24,C_0,[CH]O[C@H](C(C)C)[C@@H](C)CC(C)C
31643_25,C_0,[CH]O[C@H](C(C)C)[C@@H](C)C[C@@H](C)C(=O)C=C
31643_26,C_0,[CH][C@@H](O)[C@@H](C)C[C@@H](C)C(=O)/C=C/C
31643_27,C_0,[CH][C@@H](C)C[C@@H](C)C(=O)C=C
31643_28,C_0,[CH][C@@H](C)C[C@@H](C)C(=O)/C=C/C=C
31643_29,O_0,[CH]C[C@@H](C)C(=O)/C=C/C
31643_30,C_0,[CH]/C=C/C=C/C(=O)[C@H](C)C[CH]
31643_31,C_0,[CH][C@@H](C)/C=C/C=C/C(=O)C(C)C
31643_32,C_0,[CH]C(=O)/C=C/C=C/[C@H](CO)[C@@H](C)O
31643_33,C_0,[CH]OC[C@@H](/C=C/C=C/C)[C@@H](CC)OC
31643_34,C_0,[CH][C@@H](O)OC[C@@H](/C=C/C=C)[C@@H](CC)OC(C)=O
31643_35,C_0,[CH]O[C@@H](OC[C@@H](/C=C/C)[C@@H](CC)OC)[C@@H]([CH])O
31643_36,O_0,C=C[C@H](CO[C@@H]1O[C@H](C)[CH][C@@H](O)[C@H]1O)[C@@H](C)O
31643_37,C_0,[CH][C@H](C)CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@H]1O
31643_38,O_0,[CH]CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@H]1O
31643_39,C_0,CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@H]1O
31643_40,C_0,C[C@H]1O[C@@H](O)[CH][C@H](O)[C@@H]1O
31643_41,C_0,C[C@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
31643_42,O_0,C[C@H]1O[CH][C@H](O)[C@H](O)[C@@H]1O
31643_43,C_0,CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@H]1O
31643_44,O_0,C[C@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
31643_45,C_0,[CH]CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@H]1O
31643_46,O_1,CO[C@@H]1O[CH][C@@H](O)[C@@H](O)[C@H]1O
31671_0,C_0,C[C@H]1O[C@H](O)[CH][C@@H](N)[C@@H]1O
31671_1,C_0,C[C@H]1O[C@H](OP)[C@H](O)[C@@H](N)[C@@H]1O
31671_2,O_0,C[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H](N)[C@@H]1O
31671_3,C_0,C[C@H]1O[C@H](OP(=O)(O)OP)[C@H](O)[C@@H](N)[C@@H]1O
31671_4,O_0,C[C@@H]1[CH][C@H](N)[C@@H](O)[C@@H](OP(=O)(O)OP(=O)(O)O)O1
31671_5,P_0,[CH]O[C@H](OP(=O)(O)OP(=O)(O)OC)[C@@H]([CH])O
31671_6,O_0,[CH][C@H](O)OP(=O)(O)OP(=O)(O)O
31671_7,O_0,[CH][C@H](O)OP(=O)(O)OP(=O)(O)O
31671_8,O_0,[CH]COP(=O)(O)OP(=O)(O)O[C@H]([CH])O
31671_9,P_0,[CH]OP(=O)(O)OP(=O)(O)OC[C@H]([CH])O
31671_10,O_0,[CH]COP(=O)(O)OP(=O)(O)O
31671_11,O_0,[CH]COP(=O)(O)OP(=O)(O)O
31671_12,O_0,[CH]O[C@H](COP(=O)(O)OP(=O)(O)O)[C@H](C)O
31671_13,C_0,N[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP)O1
31671_14,C_0,CN(C)[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1
31671_15,O_0,C=CN(C(N)=O)[C@H]1C[C@H](O)[C@@H](COP)O1
31671_16,C_0,CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1
31671_17,C_0,C=CN(C(N)=O)[C@H]1C[C@H](O)[C@@H](CO)O1
31671_18,C_0,CN(C)[C@H]1C[C@H](O)[C@@H](COP)O1
31671_19,O_0,N[C@H]1C[C@H](O)[C@@H](CO)O1
31671_20,N_0,Cc1cn([C@H]2C[C@H](O)[C@@H](C)O2)c(=O)[nH]c1=O
31671_21,C_0,[CH]C[C@@H](O[CH])n1cc(C)c(=O)[nH]c1=O
31671_22,C_0,Cc1cn([C@@H](C)O)c(=O)[nH]c1=O
31671_23,C_0,[CH]N1C=C(C)C(=O)NC1
31671_24,C_0,[CH]n1cc(C)c(=O)[nH]c1=O
31671_25,O_0,Cc1c[nH]c(=O)[nH]c1=O
31671_26,N_0,Cc1cn([C@@H](C)O)c(=O)[nH]c1=O
31671_27,C_0,[CH]C[C@@H](O[CH])n1cc(C)c(=O)[nH]c1=O
31671_28,O_0,C[C@@H](O)n1ccc(=O)[nH]c1=O
31671_29,C_0,C[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H](N)[C@@H]1O
31671_30,O_0,N[C@@H]1[C@@H](O)[C@@H](OP)O[CH][C@H]1O
31671_31,C_0,C[C@H]1O[C@H](OP)[C@H](O)[C@@H](N)[C@@H]1O
31671_32,N_0,C[C@H]1O[C@H](O)[C@H](O)[C@@H](N)[C@@H]1O
31671_33,C_1,C[C@H]1O[C@H](O)[C@H](O)[C@@H](N)[C@@H]1O
31671_34,O_0,C[C@H]1O[CH][C@H](O)[C@@H](N)[C@@H]1O
31739_0,O_0,*c1cc(*)c(*)c(O)c1*
31739_1,C_0,*c1c(*)c(O)c(*)c(*)c1C
31739_2,C_0,*c1c(*)c(C(=C)C)c(*)c(*)c1O
31739_3,*_0,*c1cc(C)c(*)c(*)c1O
31739_4,C_0,*C(O)=C(C(C)=O)c1c(*)c(*)c(O)c(*)c1*
31739_5,*_0,*c1cc(O)c(*)c(*)c1C(=C)C
31739_6,C_0,*C1=C(c2c(*)c(*)c(O)c(*)c2*)C(=O)C(=C)CO1
31739_7,C_0,*C(O)=C(C(C)=O)c1c(*)c(*)c(O)c(*)c1*
31739_8,*_0,*c1cc(O)c(*)c(*)c1C(=C)C
31739_9,C_0,*c1c(*)c(C(=C)C)c(*)c(*)c1O
31739_10,*_0,*c1cc(C)c(*)c(*)c1O
31739_11,C_0,*C(C)=c1c(=C)oc(*)c(-c2c(*)c(*)cc(*)c2*)c1=O
31739_12,C_0,*C(=C)C(=C(*)C)c1c(*)oc(=C(*)C)c(=C)c1=O
31739_13,*_0,*C1=C(C(=C)C)C(=O)CC(=C)O1
31739_14,O_0,*c1cc(*)c2c(=O)c(C(=C)C)c(*)oc2c1*
31739_15,C_0,*c1oc2c(*)c(*)c(*)c(*)c2c(=O)c1C
31739_16,C_0,*c1cc(=O)c2c(*)c(*)c(*)c(*)c2o1
31739_17,*_0,*c1cc(C)c(OC)c(*)c1*
31739_18,C_0,*c1c(*)c(*)c(OC)c(C)c1*
31739_19,*_0,*c1cc(O)c(*)c(*)c1*
31739_20,C_0,*c1c(*)c(*)c(C(C)=O)c(O)c1*
31739_21,*_0,*c1cc(C)c(*)c(*)c1*
31739_22,C_0,*c1c(*)c(*)c2c(=O)c(C)coc2c1*
31739_23,*_0,*c1cc(O)c(C(C)=O)c(*)c1*
31739_24,C_0,*c1oc2c(*)c(*)c(*)c(*)c2c(=O)c1C(=C)C
31739_25,C_0,*C(=C)C(=C(*)C)c1c(*)oc2c(*)cc(*)c(*)c2c1=O
31739_26,O_1,*C(C)=c1c(=C)oc(*)c(C(=C)C)c1=O
31743_0,C_0,*c1c(*)c(*)c2c(c1*)OC(C)CC2=O
31743_1,C_0,*c1c(*)c(*)c(OC)c(C)c1*
31743_2,C_0,*c1c(*)c(*)c(C(C)=O)c(O)c1*
31743_3,C_0,*c1c(*)c(*)c2c(c1*)OCC(*)C2=O
31743_4,C_0,*c1c(*)c(*)c2c(c1*)OC(C)C(*)C2=O
31743_5,C_0,*c1c(*)c(*)c2c(c1*)OC(C(=C)C)C(*)C2=O
31743_6,O_0,*C(=C)C(=C(*)C)C1Oc2c(*)c(*)cc(*)c2C(=O)C1*
31743_7,C_0,*C(=C)C1=C(C)C(=O)C(*)C(c2c(*)c(*)cc(*)c2*)O1
31743_8,C_0,*C(=C)C1=C(C)OC(C(C(*)=C)=C(*)C)C(*)C1=O
31743_9,C_0,*c1cc(*)c2c(c1*)C(=O)C(*)C(C(=C)C)O2
31743_10,O_0,*C(=C)C1=C(C)OC(C)C(*)C1=O
31743_11,*_0,*C1C(=O)C(C)=COC1C(=C)C
31743_12,C_0,*c1c(*)c(C2OC(C)=CC(=O)C2*)c(*)c(*)c1O
31743_13,C_0,*c1c(*)c(C(OC)C(*)C)c(*)c(*)c1O
31743_14,C_0,*c1c(*)c(C(C)O)c(*)c(*)c1O
31743_15,C_0,*c1c(*)c(O)c(*)c(*)c1C
31743_16,C_0,*c1c(*)c(C(C)O)c(*)c(*)c1O
31743_17,C_0,*c1c(*)c(C(OC)C(*)C)c(*)c(*)c1O
31743_18,*_0,*c1cc(O)c(*)c(*)c1C(C)O
31743_19,*_0,*c1cc(C)c(*)c(*)c1O
31743_20,O_1,*c1cc(*)c(*)c(O)c1*
31743_21,*_0,*c1cc(C)c(*)c(*)c1O
31743_22,*_0,*c1cc(O)c(*)c(*)c1C(C)O
31743_23,*_0,*c1cc(O)c(C(C)=O)c(*)c1*
31743_24,*_0,*c1cc(C)c(*)c(*)c1*
31743_25,*_0,*c1cc(O)c(*)c(*)c1*
31743_26,*_0,*c1cc(C)c(OC)c(*)c1*
31759_0,C_0,C[C@@H]1C[C@H](N)[CH][C@@H](O)O1
31759_1,C_0,C[C@@H]1C[C@H](N)[C@@H](O)[C@@H](OP)O1
31759_2,C_0,C[C@@H]1C[C@H](N)[C@@H](O)[C@@H](O)O1
31759_3,C_0,C[C@@H]1C[C@H](N)[C@@H](O)[C@@H](OP)O1
31759_4,N_0,C[C@@H]1C[C@H](N)[C@@H](O)[C@@H](O)O1
31759_5,C_0,C[C@@H]1C[C@H](N)[C@@H](O)[C@@H](OP(=O)(O)O)O1
31759_6,O_0,N[C@H]1C[CH]O[C@H](OP)[C@@H]1O
31759_7,C_0,C[C@@H]1C[C@H](N)[C@@H](O)[C@@H](OP(=O)(O)OP)O1
31759_8,O_0,C[C@@H]1C[C@H](N)[C@@H](O)[C@@H](OP(=O)(O)O)O1
31759_9,O_0,C[C@@H]1C[C@H](N)[C@@H](O)[C@@H](OP(=O)(O)OP(=O)(O)O)O1
31759_10,P_0,[CH]O[C@H](OP(=O)(O)OP(=O)(O)OC)[C@@H]([CH])O
31759_11,O_0,[CH][C@H](O)OP(=O)(O)OP(=O)(O)O
31759_12,O_0,[CH][C@H](O)OP(=O)(O)OP(=O)(O)O
31759_13,O_0,[CH]COP(=O)(O)OP(=O)(O)O[C@H]([CH])O
31759_14,P_0,[CH]OP(=O)(O)OP(=O)(O)OC[C@H]([CH])O
31759_15,O_0,[CH]COP(=O)(O)OP(=O)(O)O
31759_16,O_0,[CH]COP(=O)(O)OP(=O)(O)O
31759_17,O_0,[CH]O[C@H](COP(=O)(O)OP(=O)(O)O)[C@H](C)O
31759_18,C_0,N[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP)O1
31759_19,C_0,CN(C)[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1
31759_20,O_0,C=CN(C(N)=O)[C@H]1C[C@H](O)[C@@H](COP)O1
31759_21,C_0,CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1
31759_22,C_0,C=CN(C(N)=O)[C@H]1C[C@H](O)[C@@H](CO)O1
31759_23,C_0,CN(C)[C@H]1C[C@H](O)[C@@H](COP)O1
31759_24,O_0,N[C@H]1C[C@H](O)[C@@H](CO)O1
31759_25,N_0,Cc1cn([C@H]2C[C@H](O)[C@@H](C)O2)c(=O)[nH]c1=O
31759_26,C_0,[CH]C[C@@H](O[CH])n1cc(C)c(=O)[nH]c1=O
31759_27,C_0,Cc1cn([C@@H](C)O)c(=O)[nH]c1=O
31759_28,C_0,[CH]N1C=C(C)C(=O)NC1
31759_29,C_0,[CH]n1cc(C)c(=O)[nH]c1=O
31759_30,O_0,Cc1c[nH]c(=O)[nH]c1=O
31759_31,N_0,Cc1cn([C@@H](C)O)c(=O)[nH]c1=O
31759_32,C_1,[CH]C[C@@H](O[CH])n1cc(C)c(=O)[nH]c1=O
31759_33,O_0,C[C@@H](O)n1ccc(=O)[nH]c1=O
31907_0,O_0,Oc1ccccc1
31907_1,C_0,Cc1ccc(O)cc1
31907_2,C_0,[CH]Cc1ccc(O)cc1
31907_3,C_0,C[C@@H]([NH])Cc1ccc(O)cc1
31907_4,C_0,C=C(C)[C@H](Cc1ccc(O)cc1)NC
31907_5,C_0,C=C1CCN[C@@H](Cc2ccccc2)C1=CC
31907_6,C_0,C=CC(=CC)C[C@@H]1NCCc2ccc(O)cc21
31907_7,N_0,C=C(C)C[C@@H]1NCCC(=C)C1=CC
31907_8,C_0,C=C1C(=CC)CCN[C@H]1CC
31907_9,C_0,C[C@@H]1NCCc2cc(O)ccc21
31907_10,C_0,CC[C@@H]1NCCc2cc(O)c(O)cc21
31907_11,C_0,C[C@@H]1NCCc2cc(O)c(O)cc21
31907_12,C_0,[CH]c1cc(O)c(O)cc1CC
31907_13,O_1,Cc1ccc(O)c(O)c1
31907_14,C_0,Cc1cc(O)c(O)cc1[C@H](C)[NH]
31907_15,O_0,[CH]c1ccc(O)c(O)c1
31907_16,C_0,CC[C@@H]1NCCc2cc(O)c(O)cc21
31907_17,C_0,C=C(C)C[C@@H]1NCCc2cc(O)c(O)cc21
31907_18,C_0,C[C@@H]([NH])Cc1ccc(O)cc1
31907_19,C_0,[CH]Cc1ccc(O)cc1
32099_0,O_0,[CH]O[C@H](CO)[C@H]([CH])O
32099_1,C_0,OC[C@H]1O[C@@H](O)[CH][C@@H](O)[C@@H]1O
32099_2,C_0,[CH]O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
32099_3,O_0,C[C@H](O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
32099_4,C_0,CO[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(N)=O
32099_5,O_0,C=C1CN(O)C(=O)[C@@H](O[C@@H]2O[C@H](C)[CH][C@H](O)[C@H]2O)O1
32099_6,C_0,[CH]O[C@@H](O[C@H]1OC(=CC)C(=C)N(O)C1=O)[C@@H]([CH])O
32099_7,O_0,[CH][C@@H](O)O[C@H]1Oc2cc(O)ccc2N(O)C1=O
32099_8,C_0,[CH]O[C@H]1Oc2cc(O)ccc2N(O)C1=O
32099_9,C_0,Oc1ccc2c(c1)O[C@H](O)CN2O
32099_10,C_0,[CH]Oc1cc(O)ccc1N
32099_11,O_0,Oc1cccc(O)c1
32099_12,C_0,CN(O)c1ccc(O)cc1O
32099_13,C_0,O=C1[CH]Oc2cc(O)ccc2N1O
32099_14,C_0,O=C1[C@@H](O)Oc2cc(O)ccc2N1O
32099_15,N_1,[CH]O[C@H]1Oc2ccccc2N(O)C1=O
32099_16,O_0,C=C1O[C@H](O)C(=O)N(O)C1=CC
32099_17,C_0,[CH][C@@H](O)O[C@H]1OC(=C)C(=CC)N(O)C1=O
32099_18,O_0,[CH]O[C@H]1OCC(=C)N(O)C1=O
32099_19,C_0,C[C@H](O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O
32099_20,O_0,[CH]O[C@@H]1O[CH][C@@H](O)[C@H](O)[C@H]1O
32099_21,C_0,[CH]O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
32099_22,O_0,C[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
32099_23,C_0,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
32099_24,O_0,OC[C@H]1O[CH][C@H](O)[C@@H](O)[C@@H]1O
32103_0,O_0,Oc1ccccc1
32103_1,C_0,Cc1ccc(O)cc1
32103_2,C_0,C=Cc1ccc(O)cc1
32103_3,C_0,C/C=C/c1ccc(O)cc1
32103_4,C_0,C=C(C)/C=C/c1ccc(O)cc1
32103_5,C_0,C/C=C/c1ccc(O)cc1
32103_6,C_0,C=Cc1ccc(O)cc1
32103_7,C_0,C=CC(=CC)/C=C/c1ccccc1
32103_8,C_0,C=CC(=CC)/C=C/c1cc(O)cc(O)c1
32103_9,C_0,C=C(C)/C=C/c1cc(O)cc(O)c1
32103_10,C_0,C/C=C/c1cc(O)cc(O)c1
32103_11,C_0,C=Cc1cc(O)cc(O)c1
32103_12,O_0,Cc1cc(O)cc(O)c1
32103_13,C_0,Cc1cc(O)cc(O)c1
32103_14,C_1,C=Cc1cc(O)cc(O)c1
32103_15,O_0,Cc1cc(O)cc(O)c1
32103_16,C_0,C/C=C/c1cc(O)cc(O)c1
32347_0,O_0,Cc1cc(O)c(O)c(O)c1
32347_1,C_0,C=C(O)c1cc(O)c(O)c(O)c1
32347_2,C_0,CC=C(OC)c1cc(O)c(O)c(O)c1
32347_3,C_0,C=C1CC(=O)C=C(c2cc(O)c(O)c(O)c2)O1
32347_4,C_0,CC=C(OC)c1cc(O)c(O)c(O)c1
32347_5,C_0,C=C(O)c1cc(O)c(O)c(O)c1
32347_6,O_0,Cc1cc(O)c(O)c(O)c1
32347_7,C_0,Cc1cc(O)c(O)c(O)c1
32347_8,O_0,Oc1cccc(O)c1O
32347_9,C_1,C=c1c(=O)cc(-c2cc(O)cc(O)c2)oc1=CC
32347_10,C_0,C=CC(=CC)c1cc(=O)c(=C(C)O)c(=C)o1
32347_11,C_0,C=C(C)c1cc(=O)c2c(O)cccc2o1
32347_12,O_0,C=c1oc(C)cc(=O)c1=C(C)O
32347_13,C_0,Cc1cc(=O)c2c(O)cc(O)cc2o1
32347_14,C_0,O=c1ccoc2cc(O)cc(O)c12
32347_15,O_0,CC(=O)c1c(O)cc(O)cc1O
32347_16,C_0,CC(=O)c1c(O)cc(O)cc1O
32347_17,C_0,COc1cc(O)cc(O)c1C
32347_18,O_0,Oc1cc(O)cc(O)c1
32347_19,C_0,Cc1cc(=O)c2c(O)cc(O)cc2o1
32347_20,C_0,C=C(C)c1cc(=O)c2c(O)cc(O)cc2o1
32347_21,O_0,C=CC(=CC)c1cc(=O)c2c(O)cc(O)cc2o1
32351_0,O_0,Cc1cc(O)c(O)c(O)c1
32351_1,C_0,C=C(O)c1cc(O)c(O)c(O)c1
32351_2,C_0,CC=C(OC)c1cc(O)c(O)c(O)c1
32351_3,C_0,C=C1CC(=O)C=C(c2cc(O)c(O)c(O)c2)O1
32351_4,C_0,CC=C(OC)c1cc(O)c(O)c(O)c1
32351_5,C_0,C=C(O)c1cc(O)c(O)c(O)c1
32351_6,O_0,Cc1cc(O)c(O)c(O)c1
32351_7,C_0,Cc1cc(O)c(O)c(O)c1
32351_8,O_0,Oc1cccc(O)c1O
32351_9,C_0,C=c1c(=O)cc(-c2cc(O)cc(O)c2)oc1=CC
32351_10,C_0,C=CC(=CC)c1cc(=O)c(=C(C)O)c(=C)o1
32351_11,C_0,C=C(C)c1cc(=O)c2c(O)cccc2o1
32351_12,O_0,C=c1oc(C)cc(=O)c1=C(C)O
32351_13,C_1,Cc1cc(=O)c2c(O)cc(O)cc2o1
32351_14,C_0,O=c1ccoc2cc(O)cc(O)c12
32351_15,O_0,CC(=O)c1c(O)cc(O)cc1O
32351_16,C_0,CC(=O)c1c(O)cc(O)cc1O
32351_17,C_0,COc1cc(O)cc(O)c1C
32351_18,O_0,Oc1cc(O)cc(O)c1
32351_19,C_0,Cc1cc(=O)c2c(O)cc(O)cc2o1
32351_20,C_0,C=C(C)c1cc(=O)c2c(O)cc(O)cc2o1
32351_21,O_0,C=CC(=CC)c1cc(=O)c2c(O)cc(O)cc2o1
32467_0,C_0,CNCC(=O)O
32467_4,O_0,CNCC(=O)O
32467_5,O_0,CNCC(=O)O
32519_0,C_0,CCC=C(C)C
32519_1,C_0,CCCC=C(C)C
32519_2,C_0,CCC=C(C)C
32519_3,C_0,C=C(C)CCC=C(C)C
32519_4,C_0,C/C=C(\C)CCC=C(C)C
32519_5,C_0,CC(C)=CCC/C(C)=C/CO
32519_6,C_0,C=CCC/C(C)=C/COP
32519_7,C_0,CCC/C(C)=C/CO
32519_8,C_1,CCC/C(C)=C/COP(=O)(O)O
32519_9,C_0,CC/C(C)=C/COP(=O)(O)OP
32519_10,O_0,CC(C)=CCOP(=O)(O)OP(=O)(O)O
32519_11,P_0,C=CCOP(=O)(O)OP(=O)(O)O
32519_12,O_0,CCOP(=O)(O)OP(=O)(O)O
32519_13,O_0,CCOP(=O)(O)OP(=O)(O)O
32519_14,O_0,CCOP(=O)(O)OP(=O)(O)O
32519_15,P_0,COP(=O)(O)OP(=O)(O)O
32519_16,O_0,O=P(O)(O)OP(=O)(O)O
32519_17,O_0,O=P(O)(O)OP(=O)(O)O
32519_18,O_0,O=P(O)(O)OP(=O)(O)O
32647_0,C_0,[CH][C@](C)(O)[C@@H](CC)OC
32647_1,C_0,[CH]C(=O)O[C@H](CC)[C@@](C)(O)[C@@H]([CH])O
32647_2,C_0,[CH][C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)C(C)C
32647_3,O_0,[CH][C@H](O)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@@H]([CH])O
32647_4,C_0,[CH]O[C@@H]([C@@H]([CH])C)[C@@H](C)C(=O)O[C@H](CC)[C@@]([CH])(C)O
32647_5,O_0,[C][C@@H](C)OC(=O)[C@H](C)[C@H]([CH])O
32647_6,C_0,[C][C@H](O)[C@@H](C)[C@H](O[C@@H](C)O)[C@@H](C)C(=O)O[C@@H]([C])C
32647_7,C_0,[CH]OC(=O)[C@H](C)[C@@H](O[CH])[C@@H]([CH])C
32647_8,C_0,[C]C[C@@H](O[CH])O[C@@H]([C@H](C)[C@@H](O[CH])C(C)(C)O)[C@@H](C)C(=O)O[CH]
32647_9,O_0,[C][C@H](O)[C@@H](C)[C@H](O[C@H]1C[C@@](C)(O)[CH][C@H](C)O1)[C@@H](C)C(=O)O
32647_10,C_0,[CH][C@@H](C)[C@H](O[C@H]1C[C@@](C)(O)[C@@H](O)[C@H](C)O1)C(C)C
32647_11,C_0,[CH]C([CH])O[C@H]1C[C@@](C)(O)[C@@H](O)[C@H](C)O1
32647_12,C_0,[CH]O[C@H]1C[C@@](C)(O)[C@@H](O)[C@H](C)O1
32647_13,C_0,C[C@@H]1O[C@@H](O)C[C@@](C)(O)[C@H]1O
32647_14,O_1,C[C@@H]1O[C@@H](O)C[C@@](C)(O)[C@H]1O
32647_15,C_0,C[C@@H]1O[C@@H](O)C[C@@](C)(O)[C@H]1O
32647_16,O_0,C[C@@H]1O[CH]C[C@@](C)(O)[C@H]1O
32647_17,C_0,[CH]O[C@H]1C[C@@](C)(O)[C@@H](O)[C@H](C)O1
32647_18,C_0,C[C@@H]1O[C@@H](O)C[C@@](C)(O)[C@H]1O
32647_19,O_0,[CH]C([CH])O[C@H]1C[C@@](C)(O)[C@@H](O)[C@H](C)O1
32647_20,C_0,[CH]C[C@@](C)(O)[C@H](O[C@@H]([CH])O)[C@@H](C)[C@H](O[C@@H](C)O)[C@@H](C)C(=O)O
32647_21,C_0,[CH]O[C@H](C(C)C)[C@H](C)[C@@H](O[CH])C(C)(C)O
32647_22,C_0,[CH]O[C@@H](O[C@H]([C@@H](C)[C@H](O[CH])C(C)C)[C@](C)(O)CC(C)C)[C@@H]([CH])O
32647_23,O_0,[CH]C[C@@](C)(O)[C@H](O[C@@H]1O[C@H](C)C[C@H]([N])[C@H]1O)[C@@H](C)[C@@H]([CH])O
32647_24,C_0,[CH][C@H](C)[C@@H](O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O)C(C)(C)O
32647_25,O_0,[C][C@@H]([CH])O[C@@H]1O[C@H](C)C[C@H]([N])[C@H]1O
32647_26,C_0,[CH]O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O
32647_27,C_0,C[C@@H]1C[C@H]([N])[CH][C@H](O)O1
32647_28,C_0,C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](O)O1
32647_29,C_0,[CH]O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O
32647_30,C_0,[C][C@@H]([CH])O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O
32647_31,O_0,[CH]O[C@@H]1O[CH]C[C@H](N(C)C)[C@H]1O
32647_32,N_0,C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](O)O1
32647_33,C_0,[CH]C[C@@H]([C@H]([CH])O)N(C)C
32647_34,C_0,[CH]C[C@@H]([C@H]([CH])O)N(C)C
32647_35,C_0,[CH]C(=O)[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]([CH])O)[C@@H](C)[C@@H]([CH])O
32647_36,C_0,[CH]O[C@H]([C@H]([CH])C)[C@](C)(O)CC(C)C
32647_37,O_0,[CH]O[C@H]([C@H]([CH])C)[C@](C)(O)CC(C)C
32647_38,C_0,[CH]O[C@H]([C@H]([CH])C)[C@](C)(O)C[C@@H](C)C(=O)[C@@H]([CH])C
32647_39,C_0,[C][C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@](C)(O)[C@@H]([CH])O
32647_40,C_0,[CH][C@@H](C)C(=O)[C@H](C)C[C@@]([CH])(C)O
32647_41,C_0,[CH][C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]([CH])(C)O
32647_42,O_0,[C]C[C@@H](C)C(=O)[C@H](C)[C@H]([C])O
32647_43,C_0,[C]C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](C)O
32647_44,C_0,[CH][C@@](C)(O)[C@H](O)[C@@H](C)C(=O)C(C)C
32647_45,C_0,CC[C@@H](OC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)C(C)C
32647_46,O_0,[CH]C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](C)O
32647_47,C_0,[CH]C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C([CH])=O
32647_48,C_0,CC[C@@H](OC)[C@@](C)(O)[C@H](O)C(C)C
32647_49,O_0,CC[C@@H](OC)[C@@](C)(O)[C@H](O)C(C)C
32651_0,C_0,[CH][C@@H](C)[C@@H](CC)OC
32651_1,C_0,[CH]C(=O)O[C@H](CC)[C@H](C)[C@@H]([CH])O
32651_2,C_0,[CH][C@@H](C)C(=O)O[C@H](CC)[C@H](C)[C@H](O)C(C)C
32651_3,O_0,[CH][C@H](O)[C@@H](C)C(=O)O[C@H](CC)[C@H](C)[C@@H]([CH])O
32651_4,C_0,[CH]O[C@@H]([C@@H]([CH])C)[C@@H](C)C(=O)O[C@H](CC)[C@@H]([CH])C
32651_5,O_0,[CH][C@H](O)[C@@H](C)C(=O)O[C@@H]([CH])C
32651_6,C_0,[C][C@H](O)[C@@H](C)[C@H](O[C@@H](C)O)[C@@H](C)C(=O)O[C@@H]([CH])C
32651_7,C_0,[CH]OC(=O)[C@H](C)[C@@H](O[CH])[C@@H]([CH])C
32651_8,C_0,[C]C[C@@H](O[CH])O[C@@H]([C@H](C)[C@@H](O[CH])C(C)(C)O)[C@@H](C)C(=O)O[CH]
