group_id	item_id	bit_index	pval	smarts
N_0	23884_0	140	0.0	*-[#6](-[#7])=*
N_0	23884_0	510	0.0005	[#6]-[#6]=*(-[#6]=*)-[#6](-*)=*
N_0	23884_0	531	0.0013	*=*(-*)-[#6](-*)=*
N_0	23884_0	1171	0.0	*-*
N_0	23884_0	1588	0.0117	*-*=*(-*=*)-*(-*)=*
N_0	24604_1	117	0.0025	*-[#7]-[#6]-[#7]-*
N_0	24604_1	289	0.0154	*-[#7](:*):[#6](:*(:*)-*)-*(=*)-*
N_0	24604_1	314	0.0001	*-*(=*)-*
N_0	24604_1	378	0.0	*:*:*
N_0	24604_1	926	0.0073	*-[#6]-*
N_0	24604_1	932	0.0	*-[#7](:*:*:*):*
N_0	24604_1	935	0.0	*-[#7](:*):*
N_0	24604_1	1114	0.0	*-*-*
N_0	24604_1	1145	0.0	*-[#7](:*):*
N_0	24604_1	1401	0.0	*-[#7](:*):*1:*(:*)-*-*-*-*-1=*
N_0	24604_1	1409	0.001	*-[#7](:*:*):*(:*)-*
N_0	24604_1	1452	0.0	*:*:*:*(:*)-*
N_0	24604_1	1517	0.0062	*-*1:*:*:*(:*:1-*)-*
N_0	24604_1	1614	0.0228	*-*1:*:*:*(:*:1-*(=*)-*)-*
N_0	24604_1	1657	0.0117	*:*(-*(=*)-*-*):*
N_0	24604_1	1692	0.0033	*:*:*(:*(-*):*)-*-*
N_0	24604_1	1866	0.0001	*-*(=*)-*-*-*
N_0	24604_1	1866	0.0001	*:*(:*)-*-*-*
N_0	24604_3	41	0.0001	[#6]-[#7]1:[#6]:[#7]:[#6]2:[#7H]:[#6](=*):[#7H]:[#6](=[#8]):[#6]:1:2
N_0	24604_3	314	0.0001	*:[#6](=*):*
N_0	24604_3	314	0.0001	*:[#6](=[#8]):*
N_0	24604_3	378	0.0	*:[#7]:*
N_0	24604_3	463	0.0228	[#6]-[#7]1:*:[#7]:*(:*):*:1:[#6](:*)=*
N_0	24604_3	531	0.0013	*-[#7]1:*:[#7]:*(:*:*):*:1:*
N_0	24604_3	599	0.0104	*-[#7]1:*:[#7]:*2:*:*(=*):*:*(=*):*:1:2
N_0	24604_3	750	0.0	*:*:*(=*):*(:*):*
N_0	24604_3	768	0.0003	*:*1:*:*(=*):*:*(=*):*:1
N_0	24604_3	932	0.0	*-*(:*:*:*):*
N_0	24604_3	935	0.0	*-*(:*):*
N_0	24604_3	1114	0.0	*:*:*
N_0	24604_3	1145	0.0	*-*(:*):*
N_0	24604_3	1152	0.0036	*:*:*(:*:*):*(:*):*
N_0	24604_3	1409	0.001	*-*(:*:*):*(:*):*
N_0	24604_3	1452	0.0	*:*:*:*(:*):*
N_0	24604_3	1517	0.0062	*-*1:*:*:*(:*):*:1:*
N_0	24604_3	1745	0.0	*:*(:*:*(=*):*):*
N_0	24604_3	1745	0.0	*:*(=*):*:*(=*):*
N_0	24604_3	1877	0.0001	*-*(:*):*1:*(:*):*:*(=*):*:*:1=*
N_0	24604_3	2004	0.0038	*:*:*(=*):*:*
N_0	24604_3	2013	0.0032	*-*1:*:*:*2:*:*(=*):*:*(=*):*:1:2
N_0	24604_8	314	0.0001	*:[#6](=[#8]):*
N_0	24604_8	347	0.0061	*-*(:[#6](-[#7]):*:*):*
N_0	24604_8	531	0.0013	*-*(-*)-*1:[#6](-*):*:*(=*):*:*:1=[#8]
N_0	24604_8	626	0.0051	*-*(-*)-*1:[#6](-*):*:*(=*):*:*:1=[#8]
N_0	24604_8	750	0.0	*-*(:*):*(:*:*)=[#8]
N_0	24604_8	768	0.0003	*1:*(-*):*:*(=*):*:*:1=*
N_0	24604_8	881	0.0117	*-*(-*)-*
N_0	24604_8	1114	0.0	*:*:*
N_0	24604_8	1171	0.0	*-*
N_0	24604_8	1192	0.0355	*-*(-*)-*1:*(-*):*:*(=*):*:*:1=*
N_0	24604_8	1457	0.0	*:*(-*):*
N_0	24604_8	1745	0.0	*:*(-*):*:*(=*):*
N_0	24604_8	1745	0.0	*:*(=*):*:*(=*):*
N_0	24604_8	2004	0.0038	*:*:*(=*):*:*
N_0	24726_8	119	0.0015	*:[#7H]:[#6](:[#6]:*):[#6](:*):*
N_0	24726_8	328	0.0085	*-*1:*:[#7H]:[#6]2:[#6]:*:*:*:[#6]:1:2
N_0	24726_8	329	0.0003	*:[#7H]:[#6]1:[#6]:*:*:*:[#6]:1:*
N_0	24726_8	806	0.0359	*:*:[#7H]:[#6](:*):*
N_0	24726_8	1114	0.0	*:[#7H]:*
N_0	24726_8	1167	0.0041	[#6H]-*(-[#6])-*1:*:[#7H]:*(:*:*):*:1:*:*
N_0	24726_8	1199	0.0444	*:*1:*:*:*:*:*:1
N_0	24726_8	1199	0.0444	*1:*:*:*:*:*:1:*
N_0	24726_8	1351	0.0039	[#6H]-*(-[#6])-*1:*:*:*2:*:*:*:*:*:1:2
N_0	24726_8	1573	0.045	*-*(:*):*1:*(:*):*:*:*:*:1
N_0	24726_8	1783	0.0	*:*:*1:*:*:*:*:*:1:*
N_0	24726_8	1879	0.0026	*-*(:*:*:*):*
N_0	24726_8	1937	0.0237	*-*1:*:*:*(:*:*):*:1:*
N_0	24726_8	2013	0.0032	*-*(:*):*1:*(:*):*:*:*:*:1
N_0	24726_13	314	0.0001	*-[#6](=[#8])-*
N_0	24726_13	378	0.0	*=*-*
N_0	24726_13	750	0.0	*-*(-[#8]-*(-*)=*)-*
N_0	24726_13	927	0.0026	*-*(-*)=*-*(=*)-*
N_0	24726_13	1171	0.0	*-*
N_0	24726_13	1457	0.0	*-*(-*)=*
N_0	25269_9	80	0.0054	*-[#6]-*
N_0	25269_9	261	0.0267	*=[#6](-*)-*(-[#8])-[#6]-*
N_0	25269_9	981	0.0	*-[#6]-*
N_0	25269_9	1022	0.0176	*=[#6](-*)-*
N_0	25269_9	1171	0.0	*-*
N_0	25269_9	1909	0.0457	*-*(-*)-*-*
N_0	26337_0	80	0.0054	*-[#6]-*
N_0	26337_0	80	0.0054	*-*-*
N_0	26337_0	652	0.0046	*-*-*-*
N_0	26337_0	739	0.0136	*-*(-*-*-*)-*
N_0	26337_0	774	0.0117	*-*(-*-*-*)-*
N_0	26337_0	786	0.0016	*-*(-*)-*
N_0	26337_0	957	0.0016	*-*(-*-*-*)-*(=[#8])-[#8]
N_0	26337_0	1171	0.0	*-*
N_0	26337_0	1427	0.0253	*-*(-*-*)-*(=[#8])-[#8]
N_0	26337_0	1459	0.0	*-*-*
N_0	26337_0	1480	0.0003	*-*(-*-*-*)-*(=*)-*
N_0	26337_0	1791	0.0033	*-*(-*-*-*)-*(=*)-*
N_0	26337_0	1844	0.0018	*-*(-*)-*(=*)-*
N_0	26337_0	1849	0.0001	*-*(-*-*)-*(=*)-*
N_0	31639_20	140	0.0	*-[#6]-[#6H](-[#7](-[#6])-[#6])-[#6H](-*)-*
N_0	31639_20	560	0.0296	*-[#6]-[#6H](-[#7](-*)-*)-[#6H](-*)-*
N_0	31639_20	576	0.0157	*-[#6H](-*)-*(-[#8])-[#8]-*
N_0	31639_20	596	0.0013	[#6]-*1-[#6]-*-[#6H](-*)-*(-[#8])-[#8]-1
N_0	31639_20	881	0.0117	*-[#7](-*)-*
N_0	31639_20	922	0.0158	[#6]-*1-[#6]-*(-[#7](-*)-*)-[#6H](-*)-*(-*)-[#8]-1
N_0	31639_20	926	0.0073	*-[#6]-*
N_0	31639_20	1040	0.0131	*-*1-[#6]-*(-[#7](-*)-*)-[#6H](-*)-*(-*)-[#8]-1
N_0	31639_20	1074	0.022	*-*1-[#6]-*(-*)-[#6H](-*)-*(-*)-[#8]-1
N_0	31639_20	1292	0.0249	*-*(-[#6]-*(-*)-*)-*
N_0	31639_20	1355	0.0	*1-[#6]-*(-*(-*)-*)-*(-*)-*(-*)-*-1
N_0	31639_20	1398	0.004	*-*1-[#6]-*(-*(-*)-*)-*(-*)-*(-*)-*-1
N_0	31639_20	1635	0.022	*-*1-[#6]-*(-*(-*)-*)-*(-*)-*-*-1
N_0	31639_20	1783	0.0	*-*1-[#6]-*(-*(-*)-*)-*(-*)-*(-*)-*-1
N_0	31643_20	140	0.0	*-[#6]-[#6H](-[#7](-[#6])-[#6])-[#6H](-*)-*
N_0	31643_20	560	0.0296	*-[#6]-[#6H](-[#7](-*)-*)-[#6H](-*)-*
N_0	31643_20	576	0.0157	*-[#6H](-*)-*(-[#8])-[#8]-*
N_0	31643_20	596	0.0013	[#6]-*1-[#6]-*-[#6H](-*)-*(-[#8])-[#8]-1
N_0	31643_20	881	0.0117	*-[#7](-*)-*
N_0	31643_20	922	0.0158	[#6]-*1-[#6]-*(-[#7](-*)-*)-[#6H](-*)-*(-*)-[#8]-1
N_0	31643_20	926	0.0073	*-[#6]-*
N_0	31643_20	1040	0.0131	*-*1-[#6]-*(-[#7](-*)-*)-[#6H](-*)-*(-*)-[#8]-1
N_0	31643_20	1074	0.022	*-*1-[#6]-*(-*)-[#6H](-*)-*(-*)-[#8]-1
N_0	31643_20	1292	0.0249	*-*(-[#6]-*(-*)-*)-*
N_0	31643_20	1355	0.0	*1-[#6]-*(-*(-*)-*)-*(-*)-*(-*)-*-1
N_0	31643_20	1398	0.004	*-*1-[#6]-*(-*(-*)-*)-*(-*)-*(-*)-*-1
N_0	31643_20	1635	0.022	*-*1-[#6]-*(-*(-*)-*)-*(-*)-*-*-1
N_0	31643_20	1783	0.0	*-*1-[#6]-*(-*(-*)-*)-*(-*)-*(-*)-*-1
N_0	31671_20	128	0.0017	*-[#6H]1-[#6]-[#6H](-[#8])-[#6H](-[#6])-[#8]-1
N_0	31671_20	314	0.0001	*:[#6](=[#8]):*
N_0	31671_20	464	0.0117	*-*(:[#6]:*(-*):*):*
N_0	31671_20	577	0.0	*:[#6]:*(-*(-*)-*):*(=*):*
N_0	31671_20	686	0.0289	*-*1:[#6]:*(-*2-*-[#6H](-*)-[#6H](-*)-*-2):*(=*):*:*:1=*
N_0	31671_20	722	0.0444	*-[#6H](-*)-[#6H](-*)-*-*
N_0	31671_20	750	0.0	*-*(:*):*(:*:*)=*
N_0	31671_20	758	0.0	*:*(-*):*(=*):*:*
N_0	31671_20	859	0.0	*-*1:*:*(-*(-*)-*):*(=*):*:*:1=*
N_0	31671_20	872	0.0008	*-*1:*:*(-*):*:*:*:1=*
N_0	31671_20	896	0.0419	*:*(-*1-*-[#6H](-*)-[#6H](-*)-*-1):*
N_0	31671_20	926	0.0073	*-*-*
N_0	31671_20	935	0.0	*:*(-*):*
N_0	31671_20	1114	0.0	*:*:*
N_0	31671_20	1292	0.0249	*-*(-*-*(-*)-*)-*
N_0	31671_20	1401	0.0	*1:*:*(-*(-*)-*):*(=*):*:*:1=*
N_0	31671_20	1469	0.0002	*-*1:*:*(-*):*(=*):*:*:1=*
N_0	31671_20	1509	0.0081	*:*(-*1-*-*(-*)-*(-*)-*-1):*
N_0	31671_20	1629	0.0027	*-*1:*:*(-*(-*-*)-*-*):*(=*):*:*:1
N_0	31671_20	1651	0.0383	*:*(-*1-*-*(-*)-*(-*)-*-1):*
N_0	31671_20	1709	0.0131	*-*1:*:*(-*2-*-*(-*)-*(-*)-*-2):*(=*):*:*:1
N_0	31671_20	1745	0.0	*:*(=*):*:*(=*):*
N_0	31671_20	1822	0.0084	*:*:*(-*1-*-*(-*)-*(-*)-*-1):*(=*):*
N_0	31671_20	1882	0.0	*-*1:*:*(-*):*(=*):*:*:1=*
N_0	31671_20	1882	0.0	*-*1:*:*(-*(-*)-*):*(=*):*:*:1=*
N_0	31671_20	1920	0.0096	*-*1:*:*:*(=*):*:*:1=*
N_0	31671_26	314	0.0001	*:[#6](=[#8]):*
N_0	31671_26	427	0.0	*:[#6]:*(-[#6H](-*)-*):[#6](=*):*
N_0	31671_26	464	0.0117	*-*(:[#6]:*(-*):*):*
N_0	31671_26	548	0.0017	*:[#6]:*(-*(-*)-*):*(=*):*
N_0	31671_26	707	0.002	*-*1:[#6]:*(-*(-*)-*):*(=*):*:*:1=*
N_0	31671_26	750	0.0	*-*(:*):*(:*:*)=*
N_0	31671_26	758	0.0	*:*(-*):*(=*):*:*
N_0	31671_26	872	0.0008	*-*1:*:*(-*):*:*:*:1=*
N_0	31671_26	935	0.0	*:*(-*):*
N_0	31671_26	1114	0.0	*:*:*
N_0	31671_26	1469	0.0002	*-*1:*:*(-*):*(=*):*:*:1=*
N_0	31671_26	1644	0.0205	*:*(-*(-*)-*):*
N_0	31671_26	1699	0.0005	*1:*:*(-*(-*)-*):*(=*):*:*:1=*
N_0	31671_26	1745	0.0	*:*(=*):*:*(=*):*
N_0	31671_26	1882	0.0	*-*1:*:*(-*):*(=*):*:*:1=*
N_0	31671_26	1920	0.0096	*-*1:*:*:*(=*):*:*:1=*
N_0	31671_32	576	0.0157	*-[#8]-[#6H](-[#8])-[#6H](-*)-*
N_0	31671_32	722	0.0444	[#6]-*(-[#8]-*)-[#6H](-*)-*
N_0	31671_32	1171	0.0	*-[#7]
N_0	31671_32	1365	0.0035	[#6]-*1-[#8]-*(-[#8])-[#6H](-*)-*(-[#7])-[#6H]-1-*
N_0	31759_4	463	0.0228	[#6]-[#6H]1-[#6]-[#6H](-[#7])-[#6H](-[#8])-[#6H](-*)-[#8]-1
N_0	31759_4	576	0.0157	*-[#6H](-*)-[#6H](-*)-[#8]-*
N_0	31759_4	596	0.0013	[#6]-*1-[#6]-*-[#6H](-*)-[#6H](-*)-[#8]-1
N_0	31759_4	926	0.0073	*-[#6]-*
N_0	31759_4	1074	0.022	[#6]-*1-[#6]-*(-*)-[#6H](-*)-[#6H](-*)-[#8]-1
N_0	31759_4	1171	0.0	*-*
N_0	31759_4	1292	0.0249	*-*(-[#6]-*(-*)-*)-*
N_0	31759_25	128	0.0017	*-[#6H]1-[#6]-[#6H](-[#8])-[#6H](-[#6])-[#8]-1
N_0	31759_25	314	0.0001	*:[#6](=[#8]):*
N_0	31759_25	464	0.0117	*-*(:[#6]:*(-*):*):*
N_0	31759_25	577	0.0	*:[#6]:*(-*(-*)-*):*(=*):*
N_0	31759_25	686	0.0289	*-*1:[#6]:*(-*2-*-[#6H](-*)-[#6H](-*)-*-2):*(=*):*:*:1=*
N_0	31759_25	722	0.0444	*-[#6H](-*)-[#6H](-*)-*-*
N_0	31759_25	750	0.0	*-*(:*):*(:*:*)=*
N_0	31759_25	758	0.0	*:*(-*):*(=*):*:*
N_0	31759_25	859	0.0	*-*1:*:*(-*(-*)-*):*(=*):*:*:1=*
N_0	31759_25	872	0.0008	*-*1:*:*(-*):*:*:*:1=*
N_0	31759_25	896	0.0419	*:*(-*1-*-[#6H](-*)-[#6H](-*)-*-1):*
N_0	31759_25	926	0.0073	*-*-*
N_0	31759_25	935	0.0	*:*(-*):*
N_0	31759_25	1114	0.0	*:*:*
N_0	31759_25	1292	0.0249	*-*(-*-*(-*)-*)-*
N_0	31759_25	1401	0.0	*1:*:*(-*(-*)-*):*(=*):*:*:1=*
N_0	31759_25	1469	0.0002	*-*1:*:*(-*):*(=*):*:*:1=*
N_0	31759_25	1509	0.0081	*:*(-*1-*-*(-*)-*(-*)-*-1):*
N_0	31759_25	1629	0.0027	*-*1:*:*(-*(-*-*)-*-*):*(=*):*:*:1
N_0	31759_25	1651	0.0383	*:*(-*1-*-*(-*)-*(-*)-*-1):*
N_0	31759_25	1709	0.0131	*-*1:*:*(-*2-*-*(-*)-*(-*)-*-2):*(=*):*:*:1
N_0	31759_25	1745	0.0	*:*(=*):*:*(=*):*
N_0	31759_25	1822	0.0084	*:*:*(-*1-*-*(-*)-*(-*)-*-1):*(=*):*
N_0	31759_25	1882	0.0	*-*1:*:*(-*):*(=*):*:*:1=*
N_0	31759_25	1882	0.0	*-*1:*:*(-*(-*)-*):*(=*):*:*:1=*
N_0	31759_25	1920	0.0096	*-*1:*:*:*(=*):*:*:1=*
N_0	31759_31	314	0.0001	*:[#6](=[#8]):*
N_0	31759_31	427	0.0	*:[#6]:*(-[#6H](-*)-*):[#6](=*):*
N_0	31759_31	464	0.0117	*-*(:[#6]:*(-*):*):*
N_0	31759_31	548	0.0017	*:[#6]:*(-*(-*)-*):*(=*):*
N_0	31759_31	707	0.002	*-*1:[#6]:*(-*(-*)-*):*(=*):*:*:1=*
N_0	31759_31	750	0.0	*-*(:*):*(:*:*)=*
N_0	31759_31	758	0.0	*:*(-*):*(=*):*:*
N_0	31759_31	872	0.0008	*-*1:*:*(-*):*:*:*:1=*
N_0	31759_31	935	0.0	*:*(-*):*
N_0	31759_31	1114	0.0	*:*:*
N_0	31759_31	1469	0.0002	*-*1:*:*(-*):*(=*):*:*:1=*
N_0	31759_31	1644	0.0205	*:*(-*(-*)-*):*
N_0	31759_31	1699	0.0005	*1:*:*(-*(-*)-*):*(=*):*:*:1=*
N_0	31759_31	1745	0.0	*:*(=*):*:*(=*):*
N_0	31759_31	1882	0.0	*-*1:*:*(-*):*(=*):*:*:1=*
N_0	31759_31	1920	0.0096	*-*1:*:*:*(=*):*:*:1=*
N_0	31907_7	80	0.0054	*-[#6]-*
N_0	31907_7	87	0.0011	*-*1-[#7]-[#6]-[#6]-[#6](=*)-*-1
N_0	31907_7	115	0.0061	*-*-*(-[#7]-*)-*(-*)=*
N_0	31907_7	120	0.0044	*-*(-*)-*(-*(-*)=*)=*-*
N_0	31907_7	713	0.0004	*-*-*1-*-*-*-*(=*)-*-1=*-*
N_0	31907_7	926	0.0073	*-*-*
N_0	31907_7	978	0.0036	[#6]=*(-[#6])-*-*
N_0	31907_7	1004	0.0157	*=*(-*)-*-*(-*)-*
N_0	31907_7	1022	0.0176	*=*(-*)-*
N_0	31907_7	1114	0.0	*-*-*
N_0	31907_7	1451	0.0	*-*(-*)-*(-*(-*)=*)=*-*
N_0	31907_7	1563	0.0008	*=*(-*)-*-*(-*)-*
N_0	31907_7	1835	0.0049	*-*-*(=*)-*(=*)-*
N_0	31907_7	1941	0.0289	*=*(-*)-*-*1-*-*-*-*(=*)-*-1=*-*
N_0	32647_32	140	0.0	*-[#6]-[#6H](-[#7](-[#6])-[#6])-[#6H](-*)-*
N_0	32647_32	560	0.0296	*-[#6]-[#6H](-[#7](-*)-*)-[#6H](-*)-*
N_0	32647_32	576	0.0157	*-[#6H](-*)-*(-[#8])-[#8]-*
N_0	32647_32	596	0.0013	[#6]-*1-[#6]-*-[#6H](-*)-*(-[#8])-[#8]-1
N_0	32647_32	881	0.0117	*-[#7](-*)-*
N_0	32647_32	922	0.0158	[#6]-*1-[#6]-*(-[#7](-*)-*)-[#6H](-*)-*(-*)-[#8]-1
N_0	32647_32	926	0.0073	*-[#6]-*
N_0	32647_32	1040	0.0131	*-*1-[#6]-*(-[#7](-*)-*)-[#6H](-*)-*(-*)-[#8]-1
N_0	32647_32	1074	0.022	*-*1-[#6]-*(-*)-[#6H](-*)-*(-*)-[#8]-1
N_0	32647_32	1292	0.0249	*-*(-[#6]-*(-*)-*)-*
N_0	32647_32	1355	0.0	*1-[#6]-*(-*(-*)-*)-*(-*)-*(-*)-*-1
N_0	32647_32	1398	0.004	*-*1-[#6]-*(-*(-*)-*)-*(-*)-*(-*)-*-1
N_0	32647_32	1635	0.022	*-*1-[#6]-*(-*(-*)-*)-*(-*)-*-*-1
N_0	32647_32	1783	0.0	*-*1-[#6]-*(-*(-*)-*)-*(-*)-*(-*)-*-1
N_0	32651_32	140	0.0	*-[#6]-[#6H](-[#7](-[#6])-[#6])-[#6H](-*)-*
N_0	32651_32	560	0.0296	*-[#6]-[#6H](-[#7](-*)-*)-[#6H](-*)-*
N_0	32651_32	576	0.0157	*-[#6H](-*)-*(-[#8])-[#8]-*
N_0	32651_32	596	0.0013	[#6]-*1-[#6]-*-[#6H](-*)-*(-[#8])-[#8]-1
N_0	32651_32	881	0.0117	*-[#7](-*)-*
N_0	32651_32	922	0.0158	[#6]-*1-[#6]-*(-[#7](-*)-*)-[#6H](-*)-*(-*)-[#8]-1
N_0	32651_32	926	0.0073	*-[#6]-*
N_0	32651_32	1040	0.0131	*-*1-[#6]-*(-[#7](-*)-*)-[#6H](-*)-*(-*)-[#8]-1
N_0	32651_32	1074	0.022	*-*1-[#6]-*(-*)-[#6H](-*)-*(-*)-[#8]-1
N_0	32651_32	1292	0.0249	*-*(-[#6]-*(-*)-*)-*
N_0	32651_32	1355	0.0	*1-[#6]-*(-*(-*)-*)-*(-*)-*(-*)-*-1
N_0	32651_32	1398	0.004	*-*1-[#6]-*(-*(-*)-*)-*(-*)-*(-*)-*-1
N_0	32651_32	1635	0.022	*-*1-[#6]-*(-*(-*)-*)-*(-*)-*-*-1
N_0	32651_32	1783	0.0	*-*1-[#6]-*(-*(-*)-*)-*(-*)-*(-*)-*-1
N_0	32663_0	80	0.0054	*-[#6]-*
N_0	32663_0	140	0.0	*-[#6](=*)-[#7]
N_0	32663_0	197	0.0001	*-[#6]-*-[#6](=*)-*
N_0	32663_0	294	0.0217	*-[#6]-*
N_0	32663_0	894	0.0002	*-[#6]-*-[#6](=*)-*
N_0	32663_0	1079	0.0	*-[#6]-*-[#6](=*)-*
N_0	32663_0	1104	0.0003	*-[#6](=*)-*
N_0	32663_0	1152	0.0036	*-*-*
N_0	32663_0	1171	0.0	*-*
N_0	32663_0	1451	0.0	*-*-*(=*)-*
N_0	32663_0	1726	0.0027	*-*-*-*
N_0	32663_2	80	0.0054	*-[#6]-*
N_0	32663_2	140	0.0	*-[#6](=*)-[#7]
N_0	32663_2	197	0.0001	*-[#6]-*-[#6](=*)-*
N_0	32663_2	294	0.0217	*-[#6]-*
N_0	32663_2	894	0.0002	*-[#6]-*-[#6](=*)-*
N_0	32663_2	1079	0.0	*-[#6]-*-[#6](=*)-*
N_0	32663_2	1104	0.0003	*-[#6](=*)-*
N_0	32663_2	1152	0.0036	*-*-*
N_0	32663_2	1171	0.0	*-*
N_0	32663_2	1451	0.0	*-*-*(=*)-*
N_0	32663_2	1726	0.0027	*-*-*-*
N_0	32663_3	80	0.0054	*-[#6]-*
N_0	32663_3	80	0.0054	*-*-*
N_0	32663_3	140	0.0	*-[#6](=*)-[#7]
N_0	32663_3	197	0.0001	*-*-*-[#6](=*)-*
N_0	32663_3	294	0.0217	*-*-*
N_0	32663_3	894	0.0002	*-*-*-[#6](=*)-*
N_0	32663_3	895	0.002	*-*-*-*-*-*
N_0	32663_3	1104	0.0003	*-*(=*)-*
N_0	32663_3	1152	0.0036	*-*-*
N_0	32663_3	1171	0.0	*-*
N_0	32663_3	1451	0.0	*-*-*(=*)-*
N_0	32739_1	13	0.0433	*-[#6]-[#6]-[#8]-*
N_0	32739_1	80	0.0054	*-[#6]-*
N_0	32739_1	80	0.0054	*-*-*
N_0	32739_1	117	0.0025	[#6]-*(-[#6])-*-*-*-*
N_0	32739_1	605	0.0022	*-*-*
N_0	32739_1	652	0.0046	[#6]-*(-[#6])-*-*
N_0	32739_1	881	0.0117	*-*(-*)-*
N_0	32739_1	1298	0.0355	*-*(-*)-*-*-*-*
N_0	34435_10	80	0.0054	*-[#6]-*
N_0	34435_10	84	0.0391	*-[#6]-*(:[#6]:*):[#6](:*):*
N_0	34435_10	119	0.0015	*:*:*(:[#6]:*):[#6](:*):*
N_0	34435_10	272	0.0003	*-[#6]-*1:*:*:*2:[#6]:*:[#6]:*(-[#6]):[#6]:1:2
N_0	34435_10	363	0.0154	*-[#6]-*1:*:*:*2:[#6]:*:[#6]:*(-[#6]):[#6]:1:2
N_0	34435_10	758	0.0	*-[#6]-*1:*:*:*2:[#6]:*:[#6]:*(-[#6]):[#6]:1:2
N_0	34435_10	806	0.0359	*:*:*:*(:*):*
N_0	34435_10	922	0.0158	*-*(:*):*1:*(:*):*:*:[#6]:*:1-[#6]
N_0	34435_10	1114	0.0	*:*:*
N_0	34435_10	1783	0.0	*:*:*1:*:*:[#6]:*:*:1:*
N_0	34435_10	1879	0.0026	*-*(:*:*:*):*
N_0	34435_10	1937	0.0237	*-*1:*:*:*(:*:*):*:1:*
N_0	34435_15	2	0.0325	[#6]=[#6](-[#6])-[#6]-[#6H](-[#7])-[#6](=[#8])-[#8]
N_0	34435_15	52	0.0052	[#6]=[#6](-[#6])-[#6]-[#6H](-*)-*
N_0	34435_15	80	0.0054	*-[#6]-*
N_0	34435_15	764	0.0338	[#6]=*(-[#6])-[#6]-*(-*)-*(=*)-*
N_0	34435_15	776	0.0006	*=*(-*)-[#6]-*(-*)-*(=*)-*
N_0	34435_15	786	0.0016	*-*(-*)-*
N_0	34435_15	978	0.0036	*=*(-*)-*-*
N_0	34435_15	1022	0.0176	*=*(-*)-*
N_0	34435_15	1171	0.0	*-*
N_0	34435_15	1427	0.0253	*-*-*(-*)-*(=*)-*
N_0	34435_15	1844	0.0018	*-*(-*)-*(=*)-*
N_0	34435_15	1849	0.0001	*-*-*(-*)-*(=*)-*
N_0	34591_15	80	0.0054	*-[#6]-*
N_0	34591_15	87	0.0011	*-[#6](-*)=[#7]
N_0	34591_15	294	0.0217	*-[#6]-*
N_0	34591_15	378	0.0	*-[#7]=*
N_0	34591_15	920	0.0051	[#6H]-[#6](-[#6])(-[#6])-[#6](-*)(-[#0-])-*
N_0	34591_15	1345	0.0162	*-[#6](-*)(-[#0-])-*1-[#7]=*(-*)-*(-[#6])(-[#6]-*)-*-1-[#6]-*
N_0	34591_15	1351	0.0039	*-*(-*)(-[#6]-*)-*
N_0	34591_15	1384	0.0	*=[#7]
N_0	34591_16	80	0.0054	*-[#6]-*
N_0	34591_16	87	0.0011	*-[#6](=[#7])-*
N_0	34591_16	294	0.0217	*-[#6]-*
N_0	34591_16	549	0.0	*-[#6](=*)-*=[#6](-[#0-])-*
N_0	34591_16	1078	0.0463	*=[#6]1-[#0-]-[#6](-[#6])(-[#6H](-*)-*)-*(-[#6])(-[#6]-*)-*-1-[#6]-*
N_0	34591_16	1259	0.0166	*-[#0-]-*
N_0	34591_16	1351	0.0039	*-*(-*)(-[#6]-*)-*
N_0	34591_16	1367	0.0387	*=*(-[#0-])-*(-*(-*)(-*)-*)-[#6]-*
N_0	34591_16	1384	0.0	*=*
N_0	34591_16	1612	0.0094	*-*=[#6]
N_0	34591_16	1752	0.0004	*-*(=*)-*
N_0	34591_16	1926	0.0158	*-*=*(-[#0-]-*)-*(-*)-*
N_0	34591_20	80	0.0054	*-[#6]-*
N_0	34591_20	84	0.0391	[#6H]-[#6](-[#7H-])=[#6]-[#6]1=[#7]-*(-*)=*(-*)-*-1(-[#6])-[#6]-*
N_0	34591_20	294	0.0217	*-*-*
N_0	34591_20	294	0.0217	*-[#6]-*
N_0	34591_20	378	0.0	*=[#7]-*
N_0	34591_20	577	0.0	*-[#7H-]
N_0	34591_20	927	0.0026	*-*(=[#7]-*(-*)=*)-*
N_0	34591_20	960	0.0018	[#6H]-*(-[#7H-])=*-*(=[#7]-*)-*(-*)(-*)-*
N_0	34591_20	972	0.0	[#6H]-*(-[#0H-])=*
N_0	34591_20	1351	0.0039	*-*(-*)(-*-*)-*
N_0	34591_20	1384	0.0	*-[#7]
N_0	34591_20	1617	0.0	*-*(-[#0H-])=*
N_0	34591_20	1746	0.0	*-*(-[#0H-])=*-*(=*)-*
N_0	34591_20	1799	0.0164	*=*(-*-*)-*
N_0	34591_36	13	0.0433	*-[#6](=*)-[#6](=[#6](-*)-*)-[#6]-[#6]
N_0	34591_36	80	0.0054	*-[#6]-*
N_0	34591_36	87	0.0011	*-[#6](=[#7])-*
N_0	34591_36	290	0.0044	*-[#6]-*(=[#6])-[#7]
N_0	34591_36	294	0.0217	*-[#6]-*
N_0	34591_36	301	0.0005	*-[#6](=[#7])-*(-*)-*
N_0	34591_36	378	0.0	*=*-*
N_0	34591_36	788	0.0003	*-*(=*)-[#7]
N_0	34591_36	894	0.0002	*-[#6](=[#7])-*(-*)-*(=*)-*
