group_id	item_id	bit_index	pval	smarts
C_0	38091_25	779	0.0	*-*(:*):[#6]1:*(:*)-*-*-*(-*-1)(-[#6])-[#6]
C_0	38091_25	875	0.0445	*-*(:*:[#6](-*):*):*
C_0	38091_25	875	0.0445	*:[#6](-*):*:*(:*)-*
C_0	38091_25	926	0.0	*-*-*
C_0	38091_25	1057	0.0	*-*
C_0	38091_25	1057	0.0	*-[#6]
C_0	38091_25	1060	0.0001	*-*(-*)(-*)-*
C_0	38091_25	1077	0.0001	*-*1:*:[#6](-*):*:*:*:1-*
C_0	38091_25	1162	0.0	*-*(-*)(-*)-*-*-*
C_0	38091_25	1236	0.0	*:*:*(:*(-*):*)-*-*
C_0	38091_25	1274	0.0	*-*(-*)(-*)-*
C_0	38091_25	1282	0.0451	*:*(-*-*(-*)(-*)-*):*
C_0	38091_25	1380	0.0	*-*(:*):*
C_0	38091_25	1380	0.0	*:*(-*):*
C_0	38091_25	1380	0.0	*:*(:*)-*
C_0	38091_25	1482	0.0188	*-*(:*):*1:*(:*)-*-*-*(-*-1)(-*)-*
C_0	38091_25	1574	0.0	*:*1:*-*-*(-*)(-*)-*-*-1
C_0	38091_25	1602	0.0	*:*(-*):*
C_0	38091_25	1722	0.0015	*-*(:*):*
C_0	38091_25	1738	0.0	*:*(:*)-*-*-*
C_0	38091_26	141	0.0001	[#6]-[#8]-[#6]1:[#6](-[#6]):[#6]:*:[#6]:[#6]:1-[#6]
C_0	38091_26	629	0.0015	[#6]-[#8]-[#6]1:[#6](-[#6]):[#6]:*(-*):[#6]:[#6]:1-[#6]
C_0	38091_26	745	0.0	*:[#6]:*(-*):[#6]:*
C_0	38091_26	875	0.0445	*:*(-*):[#6]:*(-*):*
C_0	38091_26	875	0.0445	*:*(-*):*:*(-*):*
C_0	38091_26	1018	0.0003	*-[#8]-*1:*(-*):*:*(-*):*:*:1-*
C_0	38091_26	1057	0.0	*-*
C_0	38091_26	1077	0.0001	*-*1:*(-*):*:*(-*):*:*:1
C_0	38091_26	1077	0.0001	*-*1:*:*:*(-*):*:*:1-*
C_0	38091_26	1380	0.0	*-*(:*):*
C_0	38091_26	1380	0.0	*:*(-*):*
C_0	38091_26	1602	0.0	*:*(-*):*
C_0	38091_26	1608	0.0084	*-*-*
C_0	38091_26	1722	0.0015	*:*(-*):*
C_0	38091_27	12	0.0007	[#6]-[#6]-[#6]1(-[#6])-[#6]-[#6]-*:[#6](:*)-[#8]-1
C_0	38091_27	80	0.0	*-[#6]-*
C_0	38091_27	262	0.0269	*-[#6]-*1(-[#6])-[#6]-[#6]-*(:*):*-[#8]-1
C_0	38091_27	294	0.0	*-[#6]-*
C_0	38091_27	318	0.0097	*-[#6]-*1:*:[#6](-[#8]):[#6]:*(-[#6]):*:1-*
C_0	38091_27	430	0.0004	*-*1:*:[#6](-[#8]):[#6]:*(-[#6]):*:1-*-*
C_0	38091_27	561	0.023	*-*-*1:*:[#6](-[#8]):[#6]:*:*:1-*
C_0	38091_27	719	0.0002	*-[#6]-*(-[#6])(-*-*)-*-*
C_0	38091_27	745	0.0	*:*:[#6](-[#8]):[#6]:*
C_0	38091_27	875	0.0445	*-*(:*:[#6](-*):*):*
C_0	38091_27	875	0.0445	*:[#6](-*):*:*(-*):*
C_0	38091_27	926	0.0	*-*-*
C_0	38091_27	1057	0.0	*-*
C_0	38091_27	1057	0.0	*-[#6]
C_0	38091_27	1060	0.0001	*-*(-*)(-*)-*
C_0	38091_27	1077	0.0001	*1:*:[#6](-*):*:*(-*):*:1-*
C_0	38091_27	1162	0.0	*-*(-*)(-*-*-*)-*
C_0	38091_27	1236	0.0	*-*-*(:*:*):*(:*)-*
C_0	38091_27	1274	0.0	*-*(-*)(-*)-*
C_0	38091_27	1282	0.0451	*-*(-*)(-*)-*-*(:*):*
C_0	38091_27	1351	0.0001	*-*-*(-*)(-*)-*
C_0	38091_27	1380	0.0	*-*(:*):*
C_0	38091_27	1380	0.0	*:*(-*):*
C_0	38091_27	1602	0.0	*:*(-*):*
C_0	38091_27	1700	0.0209	*-*-*1(-*)-*-*-*2:*:*(-*):*:*(-*):*:2-*-1
C_0	38091_27	1722	0.0015	*:*(-*):*
C_0	38091_27	1725	0.0408	*-*-*(-*)(-*-*)-*-*
C_0	38091_27	1738	0.0	*-*-*-*(:*):*
C_0	38095_0	80	0.0	*-[#6]-*
C_0	38095_0	294	0.0	*-[#6]-*
C_0	38095_0	479	0.0	*-[#6]-*=[#6](-*)-*
C_0	38095_0	598	0.0	*-[#6]-*=[#6](-*)-*
C_0	38095_0	694	0.0	*-*=*
C_0	38095_0	1017	0.0	*=*(-*)-*
C_0	38095_0	1057	0.0	*-*
C_0	38095_0	1314	0.0	*-*-*=*(-*)-*
C_0	38095_0	1454	0.0	*-*-*=*
C_0	38095_0	1582	0.0	*-*-*=*(-*)-*
C_0	38095_1	80	0.0	*-[#6]-*
C_0	38095_1	80	0.0	*-*-*
C_0	38095_1	294	0.0	*-*-*
C_0	38095_1	401	0.0	*-*-*-*=*
C_0	38095_1	479	0.0	*-*-*=*(-*)-*
C_0	38095_1	518	0.0036	*-*-*-*=*
C_0	38095_1	615	0.0129	*-*-*-*=*(-*)-*
C_0	38095_1	694	0.0	*-*=*
C_0	38095_1	794	0.0	*-*-*-*
C_0	38095_1	1017	0.0	*=*(-*)-*
C_0	38095_1	1057	0.0	*-*
C_0	38095_1	1574	0.0	*-*-*-*=*(-*)-*
C_0	38095_1	1582	0.0	*-*-*=*(-*)-*
C_0	38095_2	80	0.0	*-[#6]-*
C_0	38095_2	294	0.0	*-[#6]-*
C_0	38095_2	479	0.0	*-[#6]-*=[#6](-*)-*
C_0	38095_2	598	0.0	*-[#6]-*=[#6](-*)-*
C_0	38095_2	694	0.0	*-*=*
C_0	38095_2	1017	0.0	*=*(-*)-*
C_0	38095_2	1057	0.0	*-*
C_0	38095_2	1314	0.0	*-*-*=*(-*)-*
C_0	38095_2	1454	0.0	*-*-*=*
C_0	38095_2	1582	0.0	*-*-*=*(-*)-*
C_0	38095_3	80	0.0	*-[#6]-*
C_0	38095_3	80	0.0	*-*-*
C_0	38095_3	357	0.0	*=*(-*)-*-*-*=[#6](-*)-*
C_0	38095_3	401	0.0	*-*-*-*=*
C_0	38095_3	479	0.0	*-*-*=*(-*)-*
C_0	38095_3	694	0.0	*-*=*
C_0	38095_3	837	0.0001	*=*(-*)-*-*-*=*
C_0	38095_3	1017	0.0	*=*(-*)-*
C_0	38095_3	1018	0.0003	*=*(-*)-*-*-*=*(-*)-*
C_0	38095_3	1022	0.0308	*=*(-*)-*
C_0	38095_3	1057	0.0	*-*
C_0	38095_3	1366	0.0	*=*
C_0	38095_3	1564	0.0001	*=*(-*)-*-*-*
C_0	38095_3	1574	0.0	*-*-*-*=*(-*)-*
C_0	38095_3	1582	0.0	*-*-*=*(-*)-*
C_0	38095_4	80	0.0	*-[#6]-*
C_0	38095_4	80	0.0	*-*-*
C_0	38095_4	101	0.0	*-[#6]=*(-[#6])-*-*-*=*
C_0	38095_4	357	0.0	*=*(-*)-*-*-*=*(-*)-*
C_0	38095_4	380	0.0009	*-*=*(-*)-*-*
C_0	38095_4	401	0.0	*-*-*-*=*
C_0	38095_4	479	0.0	*-*-*=*(-*)-*
C_0	38095_4	694	0.0	*-*=*
C_0	38095_4	699	0.0001	*-*=*(-*)-*-*-*
C_0	38095_4	844	0.0	*-*=*
C_0	38095_4	1017	0.0	*=*(-*)-*
C_0	38095_4	1017	0.0	*-*=*(-*)-*-*-*=*(-*)-*
C_0	38095_4	1057	0.0	*-*
C_0	38095_4	1057	0.0	*-*=*(-*)-*
C_0	38095_4	1370	0.0	*-*=*(-*)-*-*-*=*(-*)-*
C_0	38095_4	1564	0.0001	*=*(-*)-*-*-*
C_0	38095_4	1574	0.0	*-*-*-*=*(-*)-*
C_0	38095_4	1582	0.0	*-*-*=*(-*)-*
C_0	38095_4	1714	0.0	*-*=*(-*)-*-*
C_0	38095_5	80	0.0	*-[#6]-*
C_0	38095_5	80	0.0	*-*-*
C_0	38095_5	101	0.0	*-*=*(-[#6])-*-*-*=*
C_0	38095_5	294	0.0	*-*-*
C_0	38095_5	357	0.0	*=*(-*)-*-*-*=*(-*)-*
C_0	38095_5	385	0.0023	*-*-*=*(-*)-*-*-*
C_0	38095_5	401	0.0	*-*-*-*=*
C_0	38095_5	479	0.0	*-*-*=*(-*)-*
C_0	38095_5	598	0.0	*-*-*=*(-*)-*
C_0	38095_5	694	0.0	*-*=*
C_0	38095_5	814	0.0001	*-*-*=*(-*)-*-*-*=*
C_0	38095_5	1017	0.0	*=*(-*)-*
C_0	38095_5	1057	0.0	*-*
C_0	38095_5	1243	0.0	*-*-*=*(-*)-*-*
C_0	38095_5	1370	0.0	*-*=*(-*)-*-*-*=*(-*)-*
C_0	38095_5	1454	0.0	*-*-*=*
C_0	38095_5	1564	0.0001	*=*(-*)-*-*-*
C_0	38095_5	1574	0.0	*-*-*-*=*(-*)-*
C_0	38095_5	1582	0.0	*-*-*=*(-*)-*
C_0	38095_5	1651	0.0015	*-*-*=*(-*)-*-*-*
C_0	38095_5	1714	0.0	*-*=*(-*)-*-*
C_0	38095_6	80	0.0	*-[#6]-*
C_0	38095_6	80	0.0	*-*-*
C_0	38095_6	101	0.0	*=*-*-*-*(-[#6])=*-*
C_0	38095_6	237	0.0	*-*-*(-[#6])=*-*-*-*
C_0	38095_6	294	0.0	*-*-*
C_0	38095_6	385	0.0023	*-*-*-*(-[#6])=*-*-*
C_0	38095_6	401	0.0	*=*-*-*-*
C_0	38095_6	479	0.0	*-*(-*)=*-*-*
C_0	38095_6	518	0.0036	*=*-*-*-*
C_0	38095_6	615	0.0129	*-*(-*)=*-*-*-*
C_0	38095_6	618	0.0019	*=*-*-*-*(-*)=*
C_0	38095_6	694	0.0	*=*-*
C_0	38095_6	794	0.0	*-*-*-*
C_0	38095_6	940	0.0001	*=*-*-*
C_0	38095_6	1017	0.0	*-*(-*)=*
C_0	38095_6	1057	0.0	*-*
C_0	38095_6	1064	0.001	*=*-*-*-*
C_0	38095_6	1366	0.0	*=*
C_0	38095_6	1564	0.0001	*-*-*-*(-*)=*
C_0	38095_6	1602	0.0	*-*-*-*(-*)=*-*-*-*
C_0	38095_6	1645	0.0	*=*-*
C_0	38095_6	1714	0.0	*-*-*(-*)=*-*
C_0	38095_7	54	0.002	*-[#6]-[#6]=[#6](-[#6])-[#6]-[#6]-[#6]
C_0	38095_7	80	0.0	*-[#6]-*
C_0	38095_7	80	0.0	*-*-*
C_0	38095_7	266	0.0	*-*=*(-[#6])-*-*-*
C_0	38095_7	294	0.0	*-*-*
C_0	38095_7	385	0.0023	*-*-*=*(-[#6])-*-*-*
C_0	38095_7	479	0.0	*-*-*=*(-*)-*
C_0	38095_7	598	0.0	*-*-*=*(-*)-*
C_0	38095_7	694	0.0	*-*=*
C_0	38095_7	794	0.0	*-*-*-*
C_0	38095_7	1017	0.0	*=*(-*)-*
C_0	38095_7	1057	0.0	*-*
C_0	38095_7	1243	0.0	*-*-*=*(-*)-*-*
C_0	38095_7	1357	0.001	*=*(-*)-*-*-*
C_0	38095_7	1454	0.0	*-*-*=*
C_0	38095_7	1564	0.0001	*=*(-*)-*-*-*
C_0	38095_7	1651	0.0015	*-*-*=*(-*)-*-*-*
C_0	38095_7	1714	0.0	*-*=*(-*)-*-*
C_0	38095_8	54	0.002	*-[#6]-[#6]=[#6](-[#6])-[#6]-[#6]-[#6]
C_0	38095_8	80	0.0	*-*-*
C_0	38095_8	80	0.0	*-[#6]-*
C_0	38095_8	237	0.0	*-*-*-*=*(-[#6])-*-*
C_0	38095_8	266	0.0	*-*=*(-[#6])-*-*-*
C_0	38095_8	294	0.0	*-*-*
C_0	38095_8	357	0.0	*=*(-*)-*-*-*=*(-*)-*
C_0	38095_8	385	0.0023	*-*-*=*(-*)-*-*-*
C_0	38095_8	401	0.0	*-*-*-*=*
C_0	38095_8	479	0.0	*-*-*=*(-*)-*
C_0	38095_8	687	0.0042	*-*-*-*=*(-*)-*-*-*
C_0	38095_8	694	0.0	*-*=*
C_0	38095_8	794	0.0	*-*-*-*
C_0	38095_8	837	0.0001	*=*(-*)-*-*-*=*
C_0	38095_8	1017	0.0	*=*(-*)-*
C_0	38095_8	1022	0.0308	*=*(-*)-*
C_0	38095_8	1057	0.0	*-*
C_0	38095_8	1357	0.001	*=*(-*)-*-*-*
C_0	38095_8	1366	0.0	*=*
C_0	38095_8	1564	0.0001	*=*(-*)-*-*-*
C_0	38095_8	1714	0.0	*-*=*(-*)-*-*
C_0	38095_9	80	0.0	*-[#6]-*
C_0	38095_9	80	0.0	*-*-*
C_0	38095_9	101	0.0	*-[#6]=*(-[#6])-*-*-*=*
C_0	38095_9	237	0.0	*-*-*-*=*(-[#6])-[#6]-*
C_0	38095_9	294	0.0	*-[#6]-*
C_0	38095_9	357	0.0	*=*(-*)-*-*-*=*(-*)-*
C_0	38095_9	380	0.0009	*-*=*(-*)-*-*
C_0	38095_9	401	0.0	*-*-*-*=*
C_0	38095_9	479	0.0	*-*-*=*(-*)-*
C_0	38095_9	694	0.0	*-*=*
C_0	38095_9	699	0.0001	*-*=*(-*)-*-*-*
C_0	38095_9	844	0.0	*-*=*
C_0	38095_9	977	0.0059	*-*=*(-*)-*-*-*=*(-*)-*-*
C_0	38095_9	1017	0.0	*=*(-*)-*
C_0	38095_9	1017	0.0	*-*=*(-*)-*-*-*=*(-*)-*
C_0	38095_9	1057	0.0	*-*
C_0	38095_9	1057	0.0	*-*=*(-*)-*
C_0	38095_9	1195	0.0001	*=*(-*)-*-*-*=*(-*)-*-*
C_0	38095_9	1564	0.0001	*=*(-*)-*-*-*
C_0	38095_9	1714	0.0	*-*=*(-*)-*-*
C_0	38095_9	1889	0.0036	*-*-*-*=*(-*)-*-*
C_0	38095_10	80	0.0	*-[#6]-*
C_0	38095_10	80	0.0	*-*-*
C_0	38095_10	101	0.0	*-*=*(-[#6])-*-*-*=*
C_0	38095_10	294	0.0	*-*-*
C_0	38095_10	357	0.0	*=*(-*)-*-*-*=*(-*)-*
C_0	38095_10	385	0.0023	*-*-*=*(-*)-*-*-*
C_0	38095_10	401	0.0	*-*-*-*=*
C_0	38095_10	479	0.0	*-*-*=*(-*)-*
C_0	38095_10	598	0.0	*-*-*=*(-*)-*
C_0	38095_10	694	0.0	*-*=*
C_0	38095_10	814	0.0001	*-*-*=*(-*)-*-*-*=*
C_0	38095_10	1017	0.0	*=*(-*)-*
C_0	38095_10	1057	0.0	*-*
C_0	38095_10	1243	0.0	*-*-*=*(-*)-*-*
C_0	38095_10	1370	0.0	*-*=*(-*)-*-*-*=*(-*)-*
C_0	38095_10	1454	0.0	*-*-*=*
C_0	38095_10	1564	0.0001	*=*(-*)-*-*-*
C_0	38095_10	1574	0.0	*-*-*-*=*(-*)-*
C_0	38095_10	1582	0.0	*-*-*=*(-*)-*
C_0	38095_10	1651	0.0015	*-*-*=*(-*)-*-*-*
C_0	38095_10	1714	0.0	*-*=*(-*)-*-*
C_0	38095_11	80	0.0	*-[#6]-*
C_0	38095_11	80	0.0	*-*-*
C_0	38095_11	101	0.0	*-*=*(-[#6])-*-*-*=*
C_0	38095_11	237	0.0	*-*-*-*=*(-[#6])-*-*
C_0	38095_11	385	0.0023	*-*-*=*(-[#6])-*-*-*
C_0	38095_11	401	0.0	*-*-*-*=*
C_0	38095_11	479	0.0	*-*-*=*(-*)-*
C_0	38095_11	618	0.0019	*=*(-*)-*-*-*=*
C_0	38095_11	694	0.0	*-*=*
C_0	38095_11	940	0.0001	*-*-*=*
C_0	38095_11	1017	0.0	*=*(-*)-*
C_0	38095_11	1057	0.0	*-*
C_0	38095_11	1064	0.001	*-*-*-*=*
C_0	38095_11	1254	0.0101	*-*-*-*
C_0	38095_11	1366	0.0	*=*
C_0	38095_11	1564	0.0001	*=*(-*)-*-*-*
C_0	38095_11	1645	0.0	*-*=*
C_0	38095_11	1714	0.0	*-*=*(-*)-*-*
C_0	38095_12	54	0.002	*-[#6]-[#6]=[#6](-[#6])-[#6]-[#6]-[#6]
C_0	38095_12	80	0.0	*-[#6]-*
C_0	38095_12	80	0.0	*-*-*
C_0	38095_12	266	0.0	*-*=*(-[#6])-*-*-*
C_0	38095_12	294	0.0	*-*-*
C_0	38095_12	385	0.0023	*-*-*=*(-[#6])-*-*-*
C_0	38095_12	479	0.0	*-*-*=*(-*)-*
C_0	38095_12	598	0.0	*-*-*=*(-*)-*
C_0	38095_12	694	0.0	*-*=*
C_0	38095_12	794	0.0	*-*-*-*
C_0	38095_12	1017	0.0	*=*(-*)-*
C_0	38095_12	1057	0.0	*-*
C_0	38095_12	1243	0.0	*-*-*=*(-*)-*-*
C_0	38095_12	1357	0.001	*=*(-*)-*-*-*
C_0	38095_12	1454	0.0	*-*-*=*
C_0	38095_12	1564	0.0001	*=*(-*)-*-*-*
C_0	38095_12	1651	0.0015	*-*-*=*(-*)-*-*-*
C_0	38095_12	1714	0.0	*-*=*(-*)-*-*
C_0	38095_13	54	0.002	[#6]-[#6]-[#6]-[#6](-[#6])=[#6]-[#6]-*
C_0	38095_13	80	0.0	*-[#6]-*
C_0	38095_13	80	0.0	*-*-*
C_0	38095_13	237	0.0	*-*-*(-[#6])=*-*-*-*
C_0	38095_13	266	0.0	*-*-*-*(-[#6])=*-*
C_0	38095_13	294	0.0	*-*-*
C_0	38095_13	385	0.0023	*-*-*-*(-[#6])=*-*-*
C_0	38095_13	401	0.0	*=*-*-*-*
C_0	38095_13	479	0.0	*-*(-*)=*-*-*
C_0	38095_13	687	0.0042	*-*-*-*(-*)=*-*-*-*
C_0	38095_13	694	0.0	*=*-*
C_0	38095_13	794	0.0	*-*-*-*
C_0	38095_13	910	0.0333	*-*-*(-*)=*-*-*-*(-[#6])(-[#6])-[#8]
C_0	38095_13	1017	0.0	*-*(-*)=*
C_0	38095_13	1057	0.0	*-*
C_0	38095_13	1057	0.0	*-[#6]
C_0	38095_13	1127	0.0019	*-*-*-*(-[#6])(-[#6])-[#8]
C_0	38095_13	1308	0.0053	*-*-*-*(-*)(-*)-*
C_0	38095_13	1357	0.001	*-*-*-*(-*)=*
C_0	38095_13	1564	0.0001	*-*-*-*(-*)=*
C_0	38095_13	1675	0.0062	*-*(-*)=*-*-*-*(-*)(-*)-*
C_0	38095_13	1714	0.0	*-*-*(-*)=*-*
C_0	38095_14	80	0.0	*-[#6]-*
C_0	38095_14	80	0.0	*-*-*
C_0	38095_14	237	0.0	*-[#6]-*(-[#6])=*-*-*-*
C_0	38095_14	283	0.0	*-*-*(-[#6])(-[#6]-*)-[#8]-*
C_0	38095_14	294	0.0	*-[#6]-*
C_0	38095_14	401	0.0	*=*-*-*-*
C_0	38095_14	479	0.0	*-*(-*)=*-*-*
C_0	38095_14	506	0.0038	*-*-*-*(-[#6])(-[#6]-*)-[#8]-*
C_0	38095_14	694	0.0	*=*-*
C_0	38095_14	841	0.0012	*-[#8]-*
C_0	38095_14	875	0.0445	*-*-*(-*)=*-*-*-*(-*)(-*)-*
C_0	38095_14	1017	0.0	*-*(-*)=*
C_0	38095_14	1057	0.0	*-*
C_0	38095_14	1308	0.0053	*-*-*-*(-*)(-*)-*
C_0	38095_14	1520	0.0079	*-*-*(-*)(-*-*)-*-*
C_0	38095_14	1714	0.0	*-*-*(-*)=*-*
C_0	38095_14	1889	0.0036	*-*-*(-*)=*-*-*-*
C_0	38095_15	35	0.0024	[#6]=[#6](-*)-*
C_0	38095_15	80	0.0	*-[#6]-*
C_0	38095_15	80	0.0	*-*-*
C_0	38095_15	98	0.0149	[#6]=[#6]1-*-[#6]-[#6]-*-*-1
C_0	38095_15	401	0.0	*-*-*-*=*
C_0	38095_15	444	0.005	*=[#6]1-*-[#6]-[#6]-*(-*)(-*)-*-1
C_0	38095_15	479	0.0	*-*-*=*(-*)-*
C_0	38095_15	601	0.0491	*1-*-[#6]-[#6]-*(-*)(-*-*)-*-1
C_0	38095_15	694	0.0	*-*=*
C_0	38095_15	795	0.0002	*-*(-*)(-*-*-*)-*
C_0	38095_15	926	0.0	*-*-*
C_0	38095_15	1017	0.0	*=*(-*)-*
C_0	38095_15	1028	0.0263	*-*-*-*-*
C_0	38095_15	1057	0.0	*-*
C_0	38095_15	1060	0.0001	*-*(-*)(-*)-*
C_0	38095_15	1162	0.0	*-*-*-*(-*)(-*)-*
C_0	38095_15	1274	0.0	*-*(-*)(-*)-*
C_0	38095_15	1282	0.0451	*=*(-*)-*-*(-*)(-*)-*
C_0	38095_15	1366	0.0	*=*
C_0	38095_15	1380	0.0	*=*(-*)-*
C_0	38095_15	1482	0.0188	*=*1-*-*-*-*(-*)(-*-*)-*-1
C_0	38095_15	1490	0.024	*-*(-*)(-*-*-*=*(-*)-*)-*
C_0	38095_15	1574	0.0	*-*-*-*=*(-*)-*
C_0	38095_15	1582	0.0	*-*-*=*(-*)-*
C_0	38095_15	1725	0.0408	*-*-*(-*)(-*-*)-*-*
C_0	38095_15	1738	0.0	*=*(-*-*-*)-*
C_0	38095_16	35	0.0024	*-[#6](=[#6])-*
C_0	38095_16	80	0.0	*-[#6]-*
C_0	38095_16	80	0.0	*-*-*
C_0	38095_16	262	0.0269	*-*-*1(-[#6])-[#6]-*-[#6](=*)-*-[#8]-1
C_0	38095_16	401	0.0	*=*-*-*-*
C_0	38095_16	539	0.0043	*-*-*-*1(-[#6])-[#6]-*-[#6](=*)-*(=*)-[#8]-1
C_0	38095_16	675	0.008	*-*(=*(-[#6])-[#6])-*
C_0	38095_16	694	0.0	*=*-*
C_0	38095_16	795	0.0002	*-*-*-*(-*)(-*)-*
C_0	38095_16	926	0.0	*-*-*
C_0	38095_16	940	0.0001	*=*-*-*
C_0	38095_16	1017	0.0	*=*(-[#6])-*
C_0	38095_16	1017	0.0	*=*(-*)-*
C_0	38095_16	1057	0.0	*-*
C_0	38095_16	1060	0.0001	*-*(-*)(-*)-*
C_0	38095_16	1064	0.001	*=*-*-*-*
C_0	38095_16	1151	0.0059	*=*-*-*-*1(-*)-*-*-*(=*)-*(=*(-*)-*)-*-1
C_0	38095_16	1162	0.0	*-*(-*)(-*-*-*)-*
C_0	38095_16	1274	0.0	*-*(-*)(-*)-*
C_0	38095_16	1282	0.0451	*-*(-*)(-*)-*-*(-*)=*
C_0	38095_16	1366	0.0	*=*
C_0	38095_16	1380	0.0	*-*(=*)-*
C_0	38095_16	1431	0.0021	*-*1(-*)-*-*-*(=*)-*(=*(-*)-*)-*-1
C_0	38095_16	1645	0.0	*=*-*
C_0	38095_16	1725	0.0408	*-*-*(-*)(-*-*)-*-*
C_0	38095_16	1738	0.0	*-*-*-*(=*)-*
C_0	38095_17	35	0.0024	[#6]=[#6](-*)-*
C_0	38095_17	80	0.0	*-[#6]-*
C_0	38095_17	80	0.0	*-*-*
C_0	38095_17	98	0.0149	[#6]=[#6]1-*-[#6]-[#6]-*-*-1
C_0	38095_17	294	0.0	*-*-*
C_0	38095_17	444	0.005	*=[#6]1-*-[#6]-[#6]-*(-*)(-*)-*-1
C_0	38095_17	601	0.0491	*1-*-[#6]-[#6]-*(-*)(-*-*)-*-1
C_0	38095_17	794	0.0	*-*-*-*
C_0	38095_17	795	0.0002	*-*(-*)(-*-*-*)-*
C_0	38095_17	926	0.0	*-*-*
C_0	38095_17	1028	0.0263	*-*-*-*-*
C_0	38095_17	1057	0.0	*-*
C_0	38095_17	1060	0.0001	*-*(-*)(-*)-*
C_0	38095_17	1162	0.0	*-*-*-*(-*)(-*)-*
C_0	38095_17	1274	0.0	*-*(-*)(-*)-*
C_0	38095_17	1282	0.0451	*=*(-*)-*-*(-*)(-*)-*
C_0	38095_17	1366	0.0	*=*
C_0	38095_17	1380	0.0	*=*(-*)-*
C_0	38095_17	1482	0.0188	*=*1-*-*-*-*(-*)(-*-*)-*-1
C_0	38095_17	1725	0.0408	*-*-*(-*)(-*-*)-*-*
C_0	38095_17	1738	0.0	*=*(-*-*-*)-*
C_0	38095_18	35	0.0024	[#6]=[#6](-*)-*
C_0	38095_18	80	0.0	*-[#6]-*
C_0	38095_18	80	0.0	*-*-*
C_0	38095_18	262	0.0269	*1-*-*(-[#6])(-*-*)-[#6]-[#6]-*-1=*
C_0	38095_18	294	0.0	*-*-*
C_0	38095_18	395	0.0346	*=*(-*)-*(-[#6]-*)=*-*
C_0	38095_18	453	0.0047	*=*1-*-*(-[#6])(-*-*)-*-[#6]-*-1=*-*
C_0	38095_18	694	0.0	*=*-*
C_0	38095_18	746	0.0	*-*(=*-*)-*
C_0	38095_18	794	0.0	*-*-*-*
C_0	38095_18	795	0.0002	*-*(-*)(-*-*-*)-*
C_0	38095_18	824	0.0219	*=*1-*-*(-*)(-*)-*-*-*-1=*-*
C_0	38095_18	844	0.0	*=*-*
C_0	38095_18	926	0.0	*-*-*
C_0	38095_18	1057	0.0	*-*
C_0	38095_18	1060	0.0001	*-*(-*)(-*)-*
C_0	38095_18	1162	0.0	*-*(-*)(-*)-*-*-*
C_0	38095_18	1274	0.0	*-*(-*)(-*)-*
C_0	38095_18	1282	0.0451	*=*(-*-*(-*)(-*)-*)-*
C_0	38095_18	1366	0.0	*=*
C_0	38095_18	1380	0.0	*=*(-*)-*
C_0	38095_18	1380	0.0	*-*(=*)-*
C_0	38095_18	1664	0.0147	*=*(-*)-*(-*-*)=*-*
C_0	38095_18	1725	0.0408	*-*-*(-*)(-*-*)-*-*
C_0	38095_18	1738	0.0	*-*-*-*(=*)-*
C_0	38095_19	12	0.0007	[#6]-[#6]-[#6]1(-[#6])-[#6]-[#6]-*:[#6](:*)-[#8]-1
C_0	38095_19	80	0.0	*-[#6]-*
C_0	38095_19	262	0.0269	*-[#6]-*1(-[#6])-[#6]-[#6]-*(:*):*-[#8]-1
C_0	38095_19	294	0.0	*-[#6]-*
C_0	38095_19	318	0.0097	*-[#6]-*1:*:[#6](-[#8]):[#6]:*(-[#6]):*:1-*
C_0	38095_19	430	0.0004	*-*1:*:[#6](-[#8]):[#6]:*(-[#6]):*:1-*-*
C_0	38095_19	561	0.023	*-*-*1:*:[#6](-[#8]):[#6]:*:*:1-*
C_0	38095_19	719	0.0002	*-[#6]-*(-[#6])(-*-*)-*-*
C_0	38095_19	745	0.0	*:*:[#6](-[#8]):[#6]:*
C_0	38095_19	875	0.0445	*-*(:*:[#6](-*):*):*
C_0	38095_19	875	0.0445	*:[#6](-*):*:*(-*):*
C_0	38095_19	926	0.0	*-*-*
C_0	38095_19	1057	0.0	*-*
C_0	38095_19	1057	0.0	*-[#6]
C_0	38095_19	1060	0.0001	*-*(-*)(-*)-*
C_0	38095_19	1077	0.0001	*1:*:[#6](-*):*:*(-*):*:1-*
C_0	38095_19	1162	0.0	*-*(-*)(-*-*-*)-*
C_0	38095_19	1236	0.0	*-*-*(:*:*):*(:*)-*
C_0	38095_19	1274	0.0	*-*(-*)(-*)-*
C_0	38095_19	1282	0.0451	*-*(-*)(-*)-*-*(:*):*
C_0	38095_19	1351	0.0001	*-*-*(-*)(-*)-*
C_0	38095_19	1380	0.0	*-*(:*):*
C_0	38095_19	1380	0.0	*:*(-*):*
C_0	38095_19	1602	0.0	*:*(-*):*
C_0	38095_19	1700	0.0209	*-*-*1(-*)-*-*-*2:*:*(-*):*:*(-*):*:2-*-1
C_0	38095_19	1722	0.0015	*:*(-*):*
C_0	38095_19	1725	0.0408	*-*-*(-*)(-*-*)-*-*
C_0	38095_19	1738	0.0	*-*-*-*(:*):*
C_0	38095_20	252	0.0	[#6]-[#6](:[#6](-*):*):[#6](:*)-*
C_0	38095_20	252	0.0	*-[#6](:*):[#6](:*(:*)-*)-*
C_0	38095_20	672	0.0007	*-[#6]1:*(-*):*:*(:*(:[#6]:1-*)-*-*)-*
